url,title,index,total_time,num_ingredients
https://thewoksoflife.com/almond-cookies-chinese/,Old-fashioned chinese almond cookies,1288,90,9
https://thewoksoflife.com/pumpkin-brownies-swirl/,Swirled pumpkin brownies,1289,90,17
https://thewoksoflife.com/glazed-pumpkin-scones/,Glazed pumpkin scones,1290,72,22
https://thewoksoflife.com/dairy-free-cheesecake/,Dairy-free cheesecake,1291,120,16
https://thewoksoflife.com/peanut-butter-and-jelly-scones/,Peanut butter and jelly scones,1292,60,11
https://thewoksoflife.com/guo-bao-rou-dongbei/,Dongbei guo bao rou (crispy sweet & sour pork),1293,70,15
https://thewoksoflife.com/stone-fruit-semolina-olive-oil-cake-earl-grey-rose-syrup/,Stone fruit semolina olive oil cake w/ earl grey rose syrup,1294,120,20
https://thewoksoflife.com/coconut-buns-cocktail-buns/,Coconut buns (chinese cocktail buns),1295,120,19
https://thewoksoflife.com/peach-pancakes/,Peach pancakes with maple cream syrup,1296,60,15
https://thewoksoflife.com/basil-berry-cake/,Basil berry cake,1297,65,11
https://thewoksoflife.com/cranberry-orange-cookies/,Cranberry orange cookies,1298,30,12
https://thewoksoflife.com/citrus-cake-candied-oranges/,Citrus cake with candied oranges,1299,70,18
https://thewoksoflife.com/berry-tart-mascarpone/,Fresh berry tart with sweet mascarpone filling,1300,45,11
https://thewoksoflife.com/chinese-sesame-peanut-brittle/,Homemade chinese sesame peanut brittle,1301,90,4
https://thewoksoflife.com/palmiers-recipe/,French palmier cookies,1302,45,3
https://thewoksoflife.com/red-bean-mooncakes-su-style/,Su-style red bean mooncakes (苏式月饼),1303,120,7
https://thewoksoflife.com/how-to-make-golden-syrup/,How to make golden syrup,1304,80,3
https://thewoksoflife.com/butternut-squash-pie/,Butternut squash pie family recipe,1305,75,15
https://www.justonecookbook.com/soba-salad/,Soba noodle salad,441,15,9
https://www.justonecookbook.com/seaweed-salad-recipe/,Seaweed salad,442,10,7
https://www.justonecookbook.com/daikon-salad-radish-salad/,Daikon salad (radish salad with japanese plum dressing),443,20,11
https://www.justonecookbook.com/shabu-shabu-salad/,Shabu shabu salad,444,55,16
https://www.justonecookbook.com/eggplant-and-myoga-salad/,Eggplant and myoga salad,445,25,7
https://www.justonecookbook.com/japanese-salad-dressings/,4 easy japanese salad dressings,446,5,27
https://www.justonecookbook.com/apple-walnut-salad/,Apple walnut salad,447,15,12
https://www.justonecookbook.com/pork-shabu-salad-with-ponzu-dressing-egg-drop-soup/,Pork shabu salad with ponzu dressing & egg drop soup,448,50,20
https://www.justonecookbook.com/tomato-myoga-salad/,Tomato myoga salad,449,25,7
https://www.justonecookbook.com/gobo-salad-japanese-burdock-root-salad/,Gobo salad,450,30,9
https://www.justonecookbook.com/sunomono-with-cucumber-and-wakame/,Japanese cucumber salad (sunomono),451,15,11
https://www.justonecookbook.com/pressure-cooker-potato-salad/,Instant pot potato salad,452,120,11
https://www.justonecookbook.com/seafood-salad/,Seafood salad with vinaigrette,453,23,19
https://www.justonecookbook.com/steak-salad-shoyu-dressing/,Steak salad with shoyu dressing,454,30,18
https://www.justonecookbook.com/carrot-ginger-dressing/,Carrot ginger dressing,455,10,10
https://www.justonecookbook.com/caesar-salad/,Caesar salad with homemade croutons,456,25,16
https://www.justonecookbook.com/spinach-salad-with-asian-salad-dressing/,Spinach salad with asian salad dressing,457,10,12
